Food Truck,Source,Target,Distance_miles
1,48215020501,48215020503,2.909924738838187
1,48215020501,48215020504,1.5157169968988828
1,48215020501,48215020726,1.8706933791480718
1,48215020501,48215021000,2.811403015057001
1,48215020501,48215021302,7.294336453132324
1,48215020501,48215021303,8.8962873880881
1,48215020501,48215021305,5.305694602024374
1,48215020501,48215021404,4.902422533569037
1,48215020501,48215021701,4.894408770595094
1,48215020501,48215021702,5.92263582428479
1,48215020501,48215021805,7.213842061441426
1,48215020501,48215021806,7.652396559506936
1,48215020501,48215022001,7.286400246166814
1,48215020501,48215022003,8.81187687923303
1,48215020501,48215023504,9.1626166713091
1,48215020501,48215023600,11.035781563787
1,48215020501,48215023801,8.124597960250583
1,48215020501,48215023904,7.886252182878164
1,48215020501,48215024000,9.912424616535667
1,48215020503,48215020501,2.909924738838187
1,48215020503,48215020504,1.5035295965917481
1,48215020503,48215020726,4.77538819049924
1,48215020503,48215021000,4.5839009178113415
1,48215020503,48215021302,6.100781485961727
1,48215020503,48215021303,6.933729678137945
1,48215020503,48215021305,2.4008748150441925
1,48215020503,48215021404,4.53726420005584
1,48215020503,48215021701,6.72408573238456
1,48215020503,48215021702,7.4809369053752475
1,48215020503,48215021805,8.330617007945838
1,48215020503,48215021806,9.121737887419883
1,48215020503,48215022001,7.097749291403915
1,48215020503,48215022003,8.799828909521072
1,48215020503,48215023504,12.022713840809445
1,48215020503,48215023600,13.41255059822015
1,48215020503,48215023801,10.052070223713422
1,48215020503,48215023904,10.575237142142427
1,48215020503,48215024000,12.555404408008044
1,48215020504,48215020501,1.5157169968988828
1,48215020504,48215020503,1.5035295965917481
1,48215020504,48215020726,3.3738953857014065
1,48215020504,48215021000,3.218884027912637
1,48215020504,48215021302,6.198677371832156
1,48215020504,48215021303,7.547397445959611
1,48215020504,48215021305,3.8449635839317886
1,48215020504,48215021404,4.094098999406179
1,48215020504,48215021701,5.399515746581211
1,48215020504,48215021702,6.258078283341992
1,48215020504,48215021805,7.288770439401473
1,48215020504,48215021806,7.952445513701681
1,48215020504,48215022001,6.641947486780669
1,48215020504,48215022003,8.282255286789983
1,48215020504,48215023504,10.529477047989014
1,48215020504,48215023600,11.9739793065133
1,48215020504,48215023801,8.731377573883133
1,48215020504,48215023904,9.075371866807501
1,48215020504,48215024000,11.06205667646584
1,48215020726,48215020501,1.8706933791480718
1,48215020726,48215020503,4.77538819049924
1,48215020726,48215020504,3.3738953857014065
1,48215020726,48215021000,3.065830419890009
1,48215020726,48215021302,8.630831990028584
1,48215020726,48215021303,10.488059179727204
1,48215020726,48215021305,7.174217529854065
1,48215020726,48215021404,6.062397070020457
1,48215020726,48215021701,4.5646350901765365
1,48215020726,48215021702,5.710361528946379
1,48215020726,48215021805,7.236946011188906
1,48215020726,48215021806,7.366018724826018
1,48215020726,48215022001,8.140204793254927
1,48215020726,48215022003,9.4769635779757
1,48215020726,48215023504,7.402032708889392
1,48215020726,48215023600,9.799478580834137
1,48215020726,48215023801,7.410418910597098
1,48215020726,48215023904,6.371145086432517
1,48215020726,48215024000,8.416866455229671
1,48215021000,48215020501,2.811403015057001
1,48215021000,48215020503,4.5839009178113415
1,48215021000,48215020504,3.218884027912637
1,48215021000,48215020726,3.065830419890009
1,48215021000,48215021302,5.971917014907658
1,48215021000,48215021303,8.179731647022043
1,48215021000,48215021305,6.58556469077023
1,48215021000,48215021404,3.3442774267547164
1,48215021000,48215021701,2.1850169026356263
1,48215021000,48215021702,3.1287427682022533
1,48215021000,48215021805,4.415078977118899
1,48215021000,48215021806,4.856723963531372
1,48215021000,48215022001,5.1148816559617565
1,48215021000,48215022003,6.411244508388797
1,48215021000,48215023504,8.194525963723597
1,48215021000,48215023600,8.85059066214708
1,48215021000,48215023801,5.513147619715876
1,48215021000,48215023904,6.326839888091645
1,48215021000,48215024000,8.190180410977595
1,48215021302,48215020501,7.294336453132324
1,48215021302,48215020503,6.100781485961727
1,48215021302,48215020504,6.198677371832156
1,48215021302,48215020726,8.630831990028584
1,48215021302,48215021000,5.971917014907658
1,48215021302,48215021303,2.600205496599717
1,48215021302,48215021305,5.8552553581235545
1,48215021302,48215021404,2.6300202632277263
1,48215021302,48215021701,6.59414982384393
1,48215021302,48215021702,6.351093663549649
1,48215021302,48215021805,5.832296971838468
1,48215021302,48215021806,7.078978753673367
1,48215021302,48215022001,2.517742322117068
1,48215021302,48215022003,3.841743065574034
1,48215021302,48215023504,13.76141021772378
1,48215021302,48215023600,12.77399335739165
1,48215021302,48215023801,8.799784490825875
1,48215021302,48215023904,11.546125305255327
1,48215021302,48215024000,13.015729256303594
1,48215021303,48215020501,8.8962873880881
1,48215021303,48215020503,6.933729678137945
1,48215021303,48215020504,7.547397445959611
1,48215021303,48215020726,10.488059179727204
1,48215021303,48215021000,8.179731647022043
1,48215021303,48215021302,2.600205496599717
1,48215021303,48215021305,5.730611213526168
1,48215021303,48215021404,4.918037765510433
1,48215021303,48215021701,9.094794677928391
1,48215021303,48215021702,8.929750982748264
1,48215021303,48215021805,8.422842881267782
1,48215021303,48215021806,9.67284114101729
1,48215021303,48215022001,5.038315841449408
1,48215021303,48215022003,6.062516076955685
1,48215021303,48215023504,16.20396902393451
1,48215021303,48215023600,15.374192479596987
1,48215021303,48215023801,11.399984437877167
1,48215021303,48215023904,14.051044172799132
1,48215021303,48215024000,15.57925626708682
1,48215021305,48215020501,5.305694602024374
1,48215021305,48215020503,2.4008748150441925
1,48215021305,48215020504,3.8449635839317886
1,48215021305,48215020726,7.174217529854065
1,48215021305,48215021000,6.58556469077023
1,48215021305,48215021302,5.8552553581235545
1,48215021305,48215021303,5.730611213526168
1,48215021305,48215021404,5.3474481252795885
1,48215021305,48215021701,8.57673041727136
1,48215021305,48215021702,9.13890976556153
1,48215021305,48215021805,9.664943253877853
1,48215021305,48215021806,10.638310644953817
1,48215021305,48215022001,7.609313826347943
1,48215021305,48215022003,9.290674905001143
1,48215021305,48215023504,14.36143162664952
1,48215021305,48215023600,15.408380722972003
1,48215021305,48215023801,11.820403652380342
1,48215021305,48215023904,12.801819611159559
1,48215021305,48215024000,14.737584649365594
1,48215021404,48215020501,4.902422533569037
1,48215021404,48215020503,4.53726420005584
1,48215021404,48215020504,4.094098999406179
1,48215021404,48215020726,6.062397070020457
1,48215021404,48215021000,3.3442774267547164
1,48215021404,48215021302,2.6300202632277263
1,48215021404,48215021303,4.918037765510433
1,48215021404,48215021305,5.3474481252795885
1,48215021404,48215021701,4.245744241555774
1,48215021404,48215021702,4.315997288895956
1,48215021404,48215021805,4.418037256493724
1,48215021404,48215021806,5.518911564144277
1,48215021404,48215022001,2.577135949553066
1,48215021404,48215022003,4.266609144153737
1,48215021404,48215023504,11.288690548412777
1,48215021404,48215023600,10.879341483298514
1,48215021404,48215023801,6.989825483041862
1,48215021404,48215023904,9.173644311906875
1,48215021404,48215024000,10.79760571312585
1,48215021701,48215020501,4.894408770595094
1,48215021701,48215020503,6.72408573238456
1,48215021701,48215020504,5.399515746581211
1,48215021701,48215020726,4.5646350901765365
1,48215021701,48215021000,2.1850169026356263
1,48215021701,48215021302,6.59414982384393
1,48215021701,48215021303,9.094794677928391
1,48215021701,48215021305,8.57673041727136
1,48215021701,48215021404,4.245744241555774
1,48215021701,48215021702,1.15337399958576
1,48215021701,48215021805,2.759479312600523
1,48215021701,48215021806,2.8171576540619707
1,48215021701,48215022001,4.900653717412652
1,48215021701,48215022003,5.674404240684622
1,48215021701,48215023504,7.185516492353988
1,48215021701,48215023600,6.856000791099946
1,48215021701,48215023801,3.3339472117373368
1,48215021701,48215023904,4.957599376585135
1,48215021701,48215024000,6.556973153745384
1,48215021702,48215020501,5.92263582428479
1,48215021702,48215020503,7.4809369053752475
1,48215021702,48215020504,6.258078283341992
1,48215021702,48215020726,5.710361528946379
1,48215021702,48215021000,3.1287427682022533
1,48215021702,48215021302,6.351093663549649
1,48215021702,48215021303,8.929750982748264
1,48215021702,48215021305,9.13890976556153
1,48215021702,48215021404,4.315997288895956
1,48215021702,48215021701,1.15337399958576
1,48215021702,48215021805,1.6413250855365737
1,48215021702,48215021806,1.7298951722419431
1,48215021702,48215022001,4.324970746422832
1,48215021702,48215022003,4.809167186855367
1,48215021702,48215023504,7.70998363259413
1,48215021702,48215023600,6.564065599061062
1,48215021702,48215023801,2.709316033175252
1,48215021702,48215023904,5.345879211648991
1,48215021702,48215024000,6.670682479257382
1,48215021805,48215020501,7.213842061441426
1,48215021805,48215020503,8.330617007945838
1,48215021805,48215020504,7.288770439401473
1,48215021805,48215020726,7.236946011188906
1,48215021805,48215021000,4.415078977118899
1,48215021805,48215021302,5.832296971838468
1,48215021805,48215021303,8.422842881267782
1,48215021805,48215021305,9.664943253877853
1,48215021805,48215021404,4.418037256493724
1,48215021805,48215021701,2.759479312600523
1,48215021805,48215021702,1.6413250855365737
1,48215021805,48215021806,1.254652993935063
1,48215021805,48215022001,3.4491665839877683
1,48215021805,48215022003,3.433354871787362
1,48215021805,48215023504,9.020182987391532
1,48215021805,48215023600,7.001778408445058
1,48215021805,48215023801,3.054881050247626
1,48215021805,48215023904,6.594487583519256
1,48215021805,48215024000,7.605638308824827
1,48215021806,48215020501,7.652396559506936
1,48215021806,48215020503,9.121737887419883
1,48215021806,48215020504,7.952445513701681
1,48215021806,48215020726,7.366018724826018
1,48215021806,48215021000,4.856723963531372
1,48215021806,48215021302,7.078978753673367
1,48215021806,48215021303,9.67284114101729
1,48215021806,48215021305,10.638310644953817
1,48215021806,48215021404,5.518911564144277
1,48215021806,48215021701,2.8171576540619707
1,48215021806,48215021702,1.7298951722419431
1,48215021806,48215021805,1.254652993935063
1,48215021806,48215022001,4.702323210583603
1,48215021806,48215022003,4.545737498522025
1,48215021806,48215023504,8.071387063586945
1,48215021806,48215023600,5.750879134670243
1,48215021806,48215023801,1.831129496898304
1,48215021806,48215023904,5.63349065420837
1,48215021806,48215024000,6.458873566866027
1,48215022001,48215020501,7.286400246166814
1,48215022001,48215020503,7.097749291403915
1,48215022001,48215020504,6.641947486780669
1,48215022001,48215020726,8.140204793254927
1,48215022001,48215021000,5.1148816559617565
1,48215022001,48215021302,2.517742322117068
1,48215022001,48215021303,5.038315841449408
1,48215022001,48215021305,7.609313826347943
1,48215022001,48215021404,2.577135949553066
1,48215022001,48215021701,4.900653717412652
1,48215022001,48215021702,4.324970746422832
1,48215022001,48215021805,3.4491665839877683
1,48215022001,48215021806,4.702323210583603
1,48215022001,48215022003,1.7110582916595032
1,48215022001,48215023504,12.011742394475855
1,48215022001,48215023600,10.450747634024527
1,48215022001,48215023801,6.493472284456394
1,48215022001,48215023904,9.669248574214556
1,48215022001,48215024000,10.929211959991003
1,48215022003,48215020501,8.81187687923303
1,48215022003,48215020503,8.799828909521072
1,48215022003,48215020504,8.282255286789983
1,48215022003,48215020726,9.4769635779757
1,48215022003,48215021000,6.411244508388797
1,48215022003,48215021302,3.841743065574034
1,48215022003,48215021303,6.062516076955685
1,48215022003,48215021305,9.290674905001143
1,48215022003,48215021404,4.266609144153737
1,48215022003,48215021701,5.674404240684622
1,48215022003,48215021702,4.809167186855367
1,48215022003,48215021805,3.433354871787362
1,48215022003,48215021806,4.545737498522025
1,48215022003,48215022001,1.7110582916595032
1,48215022003,48215023504,12.439311931181116
1,48215022003,48215023600,10.161115746890456
1,48215022003,48215023801,6.366822038506235
1,48215022003,48215023904,10.021464926762345
1,48215022003,48215024000,11.002137942403806
1,48215023504,48215020501,9.1626166713091
1,48215023504,48215020503,12.022713840809445
1,48215023504,48215020504,10.529477047989014
1,48215023504,48215020726,7.402032708889392
1,48215023504,48215021000,8.194525963723597
1,48215023504,48215021302,13.76141021772378
1,48215023504,48215021303,16.20396902393451
1,48215023504,48215021305,14.36143162664952
1,48215023504,48215021404,11.288690548412777
1,48215023504,48215021701,7.185516492353988
1,48215023504,48215021702,7.70998363259413
1,48215023504,48215021805,9.020182987391532
1,48215023504,48215021806,8.071387063586945
1,48215023504,48215022001,12.011742394475855
1,48215023504,48215022003,12.439311931181116
1,48215023504,48215023600,5.087163387429082
1,48215023504,48215023801,6.496495252992041
1,48215023504,48215023904,2.4380745811918483
1,48215023504,48215024000,2.735213358348894
1,48215023600,48215020501,11.035781563787
1,48215023600,48215020503,13.41255059822015
1,48215023600,48215020504,11.9739793065133
1,48215023600,48215020726,9.799478580834137
1,48215023600,48215021000,8.85059066214708
1,48215023600,48215021302,12.77399335739165
1,48215023600,48215021303,15.374192479596987
1,48215023600,48215021305,15.408380722972003
1,48215023600,48215021404,10.879341483298514
1,48215023600,48215021701,6.856000791099946
1,48215023600,48215021702,6.564065599061062
1,48215023600,48215021805,7.001778408445058
1,48215023600,48215021806,5.750879134670243
1,48215023600,48215022001,10.450747634024527
1,48215023600,48215022003,10.161115746890456
1,48215023600,48215023504,5.087163387429082
1,48215023600,48215023801,3.9745320824115127
1,48215023600,48215023904,3.8073686314158737
1,48215023600,48215024000,2.3521351022165553
1,48215023801,48215020501,8.124597960250583
1,48215023801,48215020503,10.052070223713422
1,48215023801,48215020504,8.731377573883133
1,48215023801,48215020726,7.410418910597098
1,48215023801,48215021000,5.513147619715876
1,48215023801,48215021302,8.799784490825875
1,48215023801,48215021303,11.399984437877167
1,48215023801,48215021305,11.820403652380342
1,48215023801,48215021404,6.989825483041862
1,48215023801,48215021701,3.3339472117373368
1,48215023801,48215021702,2.709316033175252
1,48215023801,48215021805,3.054881050247626
1,48215023801,48215021806,1.831129496898304
1,48215023801,48215022001,6.493472284456394
1,48215023801,48215022003,6.366822038506235
1,48215023801,48215023504,6.496495252992041
1,48215023801,48215023600,3.9745320824115127
1,48215023801,48215023904,4.095997815866727
1,48215023801,48215024000,4.663226078563832
1,48215023904,48215020501,7.886252182878164
1,48215023904,48215020503,10.575237142142427
1,48215023904,48215020504,9.075371866807501
1,48215023904,48215020726,6.371145086432517
1,48215023904,48215021000,6.326839888091645
1,48215023904,48215021302,11.546125305255327
1,48215023904,48215021303,14.051044172799132
1,48215023904,48215021305,12.801819611159559
1,48215023904,48215021404,9.173644311906875
1,48215023904,48215021701,4.957599376585135
1,48215023904,48215021702,5.345879211648991
1,48215023904,48215021805,6.594487583519256
1,48215023904,48215021806,5.63349065420837
1,48215023904,48215022001,9.669248574214556
1,48215023904,48215022003,10.021464926762345
1,48215023904,48215023504,2.4380745811918483
1,48215023904,48215023600,3.8073686314158737
1,48215023904,48215023801,4.095997815866727
1,48215023904,48215024000,2.0457214265350636
1,48215024000,48215020501,9.912424616535667
1,48215024000,48215020503,12.555404408008044
1,48215024000,48215020504,11.06205667646584
1,48215024000,48215020726,8.416866455229671
1,48215024000,48215021000,8.190180410977595
1,48215024000,48215021302,13.015729256303594
1,48215024000,48215021303,15.57925626708682
1,48215024000,48215021305,14.737584649365594
1,48215024000,48215021404,10.79760571312585
1,48215024000,48215021701,6.556973153745384
1,48215024000,48215021702,6.670682479257382
1,48215024000,48215021805,7.605638308824827
1,48215024000,48215021806,6.458873566866027
1,48215024000,48215022001,10.929211959991003
1,48215024000,48215022003,11.002137942403806
1,48215024000,48215023504,2.735213358348894
1,48215024000,48215023600,2.3521351022165553
1,48215024000,48215023801,4.663226078563832
1,48215024000,48215023904,2.0457214265350636
2,48215020101,48215020102,3.0296692769293943
2,48215020101,48215020201,3.3857308420239356
2,48215020101,48215020202,1.9683503986106723
2,48215020101,48215020204,1.7671272905390472
2,48215020101,48215020205,0.7304856972582039
2,48215020101,48215024105,7.566355404245583
2,48215020101,48215024106,4.732373746753368
2,48215020101,48215024107,4.355921813576291
2,48215020101,48215024108,5.893803126386546
2,48215020101,48215024109,4.081497397519243
2,48215020101,48215024110,3.9128432312337433
2,48215020101,48215024112,13.18936334746525
2,48215020101,48215024113,6.512018233962268
2,48215020101,48215024114,7.403945825927853
2,48215020101,48215024204,5.4926230104504885
2,48215020101,48215024205,6.946337607711683
2,48215020102,48215020101,3.0296692769293943
2,48215020102,48215020201,5.247864805180893
2,48215020102,48215020202,4.531762253242016
2,48215020102,48215020204,4.793220790146439
2,48215020102,48215020205,3.759835312402244
2,48215020102,48215024105,10.481108178843352
2,48215020102,48215024106,7.561536527052744
2,48215020102,48215024107,7.043879809962287
2,48215020102,48215024108,8.233812274505004
2,48215020102,48215024109,7.10940322054678
2,48215020102,48215024110,6.841970077768922
2,48215020102,48215024112,16.203123736288433
2,48215020102,48215024113,9.513442439404674
2,48215020102,48215024114,10.049134354911837
2,48215020102,48215024204,5.347862907578008
2,48215020102,48215024205,7.65032004727684
2,48215020201,48215020101,3.3857308420239356
2,48215020201,48215020102,5.247864805180893
2,48215020201,48215020202,1.6587562850056616
2,48215020201,48215020204,3.1103340494624745
2,48215020201,48215020205,3.190766510126077
2,48215020201,48215024105,8.238435243119595
2,48215020201,48215024106,6.150570930910892
2,48215020201,48215024107,2.491008964848166
2,48215020201,48215024108,3.0462529117603303
2,48215020201,48215024109,4.2031556918114825
2,48215020201,48215024110,3.1589677494885544
2,48215020201,48215024112,12.084934867298188
2,48215020201,48215024113,5.692924826110786
2,48215020201,48215024114,5.065821073038748
2,48215020201,48215024204,3.5383628068967785
2,48215020201,48215024205,3.875489844176131
2,48215020202,48215020101,1.9683503986106723
2,48215020202,48215020102,4.531762253242016
2,48215020202,48215020201,1.6587562850056616
2,48215020202,48215020204,1.4876078553097625
2,48215020202,48215020205,1.5908603100543188
2,48215020202,48215024105,7.131672907659153
2,48215020202,48215024106,4.729245037134749
2,48215020202,48215024107,2.5155231928734763
2,48215020202,48215024108,3.929780354053146
2,48215020202,48215024109,3.146154286365856
2,48215020202,48215024110,2.4584437631072835
2,48215020202,48215024112,11.86924723887594
2,48215020202,48215024113,5.208567853586303
2,48215020202,48215024114,5.547149942457842
2,48215020202,48215024204,4.742389488499354
2,48215020202,48215024205,5.513009386975143
2,48215020204,48215020101,1.7671272905390472
2,48215020204,48215020102,4.793220790146439
2,48215020204,48215020201,3.1103340494624745
2,48215020204,48215020202,1.4876078553097625
2,48215020204,48215020205,1.0380213235016773
2,48215020204,48215024105,5.98421151344181
2,48215020204,48215024106,3.351857379850282
2,48215020204,48215024107,2.9835221208508647
2,48215020204,48215024108,4.768351601881367
2,48215020204,48215024109,2.3162797008724882
2,48215020204,48215024110,2.2542437913568607
2,48215020204,48215024112,11.423389209048324
2,48215020204,48215024113,4.753700892204941
2,48215020204,48215024114,5.9373402507149615
2,48215020204,48215024204,6.170211265419842
2,48215020204,48215024205,6.983841447591956
2,48215020205,48215020101,0.7304856972582039
2,48215020205,48215020102,3.759835312402244
2,48215020205,48215020201,3.190766510126077
2,48215020205,48215020202,1.5908603100543188
2,48215020205,48215020204,1.0380213235016773
2,48215020205,48215024105,6.887352871220697
2,48215020205,48215024106,4.106320859994285
2,48215020205,48215024107,3.77006566133349
2,48215020205,48215024108,5.413407452700534
2,48215020205,48215024109,3.351076598013548
2,48215020205,48215024110,3.2250616149269993
2,48215020205,48215024112,12.461395149723185
2,48215020205,48215024113,5.788728677451491
2,48215020205,48215024114,6.799778826135628
2,48215020205,48215024204,5.748246966073854
2,48215020205,48215024205,6.941655366959303
2,48215024105,48215020101,7.566355404245583
2,48215024105,48215020102,10.481108178843352
2,48215024105,48215020201,8.238435243119595
2,48215024105,48215020202,7.131672907659153
2,48215024105,48215020204,5.98421151344181
2,48215024105,48215020205,6.887352871220697
2,48215024105,48215024106,2.956125981756488
2,48215024105,48215024107,6.144692773022468
2,48215024105,48215024108,7.534552050079767
2,48215024105,48215024109,4.044555693658485
2,48215024105,48215024110,5.113959990569558
2,48215024105,48215024112,7.116458182649318
2,48215024105,48215024113,3.57677978970429
2,48215024105,48215024114,6.701547472495686
2,48215024105,48215024204,11.750466667498378
2,48215024105,48215024205,11.68800793976663
2,48215024106,48215020101,4.732373746753368
2,48215024106,48215020102,7.561536527052744
2,48215024106,48215020201,6.150570930910892
2,48215024106,48215020202,4.729245037134749
2,48215024106,48215020204,3.351857379850282
2,48215024106,48215020205,4.106320859994285
2,48215024106,48215024105,2.956125981756488
2,48215024106,48215024107,4.716112637204622
2,48215024106,48215024108,6.519826601806239
2,48215024106,48215024109,2.319704947113032
2,48215024106,48215024110,3.4916096872248827
2,48215024106,48215024112,9.59128089837984
2,48215024106,48215024113,3.884670332094253
2,48215024106,48215024114,6.594602467971931
2,48215024106,48215024204,9.471625216331292
2,48215024106,48215024205,9.935569068463966
2,48215024107,48215020101,4.355921813576291
2,48215024107,48215020102,7.043879809962287
2,48215024107,48215020201,2.491008964848166
2,48215024107,48215020202,2.5155231928734763
2,48215024107,48215020204,2.9835221208508647
2,48215024107,48215020205,3.77006566133349
2,48215024107,48215024105,6.144692773022468
2,48215024107,48215024106,4.716112637204622
2,48215024107,48215024108,1.8898110834121453
2,48215024107,48215024109,2.411526903835403
2,48215024107,48215024110,1.225211190833662
2,48215024107,48215024112,9.618344223780966
2,48215024107,48215024113,3.231306011235538
2,48215024107,48215024114,3.050063823002219
2,48215024107,48215024204,5.945780850059326
2,48215024107,48215024205,5.543927458045089
2,48215024108,48215020101,5.893803126386546
2,48215024108,48215020102,8.233812274505004
2,48215024108,48215020201,3.0462529117603303
2,48215024108,48215020202,3.929780354053146
2,48215024108,48215020204,4.768351601881367
2,48215024108,48215020205,5.413407452700534
2,48215024108,48215024105,7.534552050079767
2,48215024108,48215024106,6.519826601806239
2,48215024108,48215024107,1.8898110834121453
2,48215024108,48215024109,4.200856425469631
2,48215024108,48215024110,3.0749607758975173
2,48215024108,48215024112,9.60706766802234
2,48215024108,48215024113,4.137720518116968
2,48215024108,48215024114,2.1717977471800864
2,48215024108,48215024204,5.77276764633006
2,48215024108,48215024205,4.549623098856801
2,48215024109,48215020101,4.081497397519243
2,48215024109,48215020102,7.10940322054678
2,48215024109,48215020201,4.2031556918114825
2,48215024109,48215020202,3.146154286365856
2,48215024109,48215020204,2.3162797008724882
2,48215024109,48215020205,3.351076598013548
2,48215024109,48215024105,4.044555693658485
2,48215024109,48215024106,2.319704947113032
2,48215024109,48215024107,2.411526903835403
2,48215024109,48215024108,4.200856425469631
2,48215024109,48215024110,1.2006548364125746
2,48215024109,48215024112,9.121772621036385
2,48215024109,48215024113,2.508332359642586
2,48215024109,48215024114,4.489832824412665
2,48215024109,48215024204,7.70597505125628
2,48215024109,48215024205,7.802690849209394
